manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,price_usd,is_exchangeable,number_of_photos,up_counter,duration_listed
Subaru,Outback,automatic,black,126705,2014,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,16500,TRUE,22,1,1
Subaru,Outback,automatic,other,164153,2008,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,8500,FALSE,8,1,1
Subaru,Impreza,mechanical,blue,143000,2009,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,6450,FALSE,12,8,11
Subaru,Outback,mechanical,white,463491,2002,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,3150,FALSE,13,15,56
Subaru,Legacy,mechanical,green,321869,1998,gasoline,FALSE,gasoline,2.2,universal,FALSE,owned,all,1900,FALSE,11,27,54
Subaru,Legacy,mechanical,other,250000,2005,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,4899,FALSE,9,22,62
Subaru,Forester,mechanical,black,260000,1999,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2500,FALSE,4,3,4
Subaru,Forester,mechanical,green,300000,1999,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,1700,FALSE,6,11,21
Subaru,Forester,automatic,red,358047,1999,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,1800,TRUE,14,80,261
Subaru,Forester,mechanical,blue,296000,2003,gas,TRUE,gasoline,2,universal,FALSE,owned,all,6150,FALSE,7,6,10
Subaru,XV,automatic,orange,183000,2012,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,12900,FALSE,5,21,91
Subaru,Legacy,automatic,red,116000,2010,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,7250,FALSE,10,35,48
Subaru,Legacy,mechanical,blue,450000,1995,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,900,TRUE,28,8,9
Subaru,Outback,automatic,brown,180000,2008,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,9400,TRUE,8,45,90
Subaru,Forester,mechanical,black,343455,2001,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3300,TRUE,1,1,1
Subaru,Legacy,automatic,white,202777,2009,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,8200,TRUE,3,11,20
Subaru,Forester,automatic,black,230000,2001,gas,TRUE,gasoline,2.5,suv,FALSE,owned,all,4200,TRUE,6,27,184
Subaru,Justy,mechanical,red,80000,1992,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,all,2100,TRUE,7,13,22
Subaru,Legacy,automatic,green,408263,1999,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,1499,FALSE,11,23,82
Subaru,Outback,automatic,black,193,2010,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,9800,FALSE,16,4,10
Subaru,Legacy,automatic,silver,300000,1998,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2500,FALSE,14,50,88
Subaru,Outback,mechanical,green,285000,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,3650,TRUE,12,3,11
Subaru,Impreza,mechanical,red,363500,1994,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,1400,FALSE,8,107,370
Subaru,Legacy,mechanical,silver,127138,2005,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,5400,FALSE,11,32,65
Subaru,XV,automatic,grey,88000,2014,gasoline,FALSE,gasoline,2,suv,TRUE,owned,all,12950,TRUE,15,1,2
Subaru,Forester,automatic,black,128000,2012,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,15490,FALSE,13,17,46
Subaru,Outback,automatic,blue,177000,2010,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,13500,TRUE,11,35,103
Subaru,Forester,mechanical,silver,350000,2000,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,2000,TRUE,5,92,158
Subaru,Forester,mechanical,grey,173000,2005,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,7500,FALSE,10,23,61
Subaru,Forester,automatic,blue,280000,2004,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,5800,FALSE,12,5,58
Subaru,Forester,mechanical,green,270000,1998,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,front,2750,FALSE,11,3,31
Subaru,Outback,automatic,other,310000,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3299,TRUE,20,11,120
Subaru,Legacy,mechanical,green,450000,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,1400,TRUE,15,1,3
Subaru,Tribeca,automatic,blue,179000,2008,gasoline,FALSE,gasoline,3.6,suv,FALSE,owned,all,9900,FALSE,12,8,58
Subaru,Forester,automatic,silver,175000,2013,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,15900,FALSE,16,8,97
Subaru,Impreza,mechanical,blue,130000,2008,gasoline,FALSE,gasoline,2.5,hatchback,FALSE,owned,all,13500,FALSE,9,14,179
Subaru,Forester,automatic,silver,305000,1999,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,3750,TRUE,12,2,11
Subaru,Legacy,automatic,silver,294000,1999,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3400,TRUE,19,2,11
Subaru,Outback,mechanical,violet,353000,2000,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4250,TRUE,19,3,11
Subaru,Forester,mechanical,black,400000,2003,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,5500,FALSE,7,3,6
Subaru,Impreza,mechanical,green,329786,2001,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,all,4100,FALSE,4,27,60
Subaru,Impreza,mechanical,red,230000,2003,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,7000,TRUE,6,5,35
Subaru,Forester,mechanical,blue,160000,2010,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,12600,TRUE,8,12,30
Subaru,Tribeca,automatic,yellow,279000,2008,gasoline,FALSE,gasoline,3.6,suv,FALSE,emergency,all,5400,FALSE,7,34,72
Subaru,Impreza,automatic,silver,80000,2016,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,14500,FALSE,3,1,4
Subaru,Legacy,automatic,blue,394289,2002,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,3900,TRUE,6,91,206
Subaru,Outback,automatic,blue,256000,2012,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,14227.45,FALSE,7,2,9
Subaru,Outback,automatic,silver,160000,2011,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,17000,TRUE,5,9,71
Subaru,Forester,mechanical,black,218000,1997,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,3750,TRUE,22,10,89
Subaru,Forester,automatic,silver,273588,2006,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,6000,TRUE,7,12,76
Subaru,Forester,mechanical,black,103975,2011,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,15500,FALSE,12,7,10
Subaru,Legacy,mechanical,blue,330000,1995,gasoline,FALSE,gasoline,2.2,sedan,FALSE,owned,all,1900,FALSE,13,11,91
Subaru,Impreza,automatic,black,205328,2008,gasoline,FALSE,gasoline,2.5,hatchback,FALSE,owned,all,6499,TRUE,14,17,35
Subaru,Outback,automatic,blue,353624,2001,gasoline,FALSE,gasoline,3,universal,FALSE,owned,all,5250,TRUE,9,19,37
Subaru,Justy,mechanical,silver,170000,2008,gasoline,FALSE,gasoline,1,minivan,FALSE,owned,front,5199,TRUE,5,5,207
Subaru,Outback,automatic,other,370000,2004,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,6000,FALSE,10,1,4
Subaru,Forester,automatic,black,233000,2000,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,6800,FALSE,3,23,520
Subaru,Impreza,mechanical,green,354056,1998,gasoline,FALSE,gasoline,2.2,universal,FALSE,owned,all,1900,FALSE,9,7,24
Subaru,Forester,automatic,black,160000,2010,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,8650,FALSE,4,4,16
Subaru,Legacy,mechanical,silver,295000,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,1565.02,FALSE,6,10,62
Subaru,Outback,automatic,grey,100000,2012,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,16300,FALSE,25,5,17
Subaru,Impreza,mechanical,green,180000,1998,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,6900,TRUE,9,15,75
Subaru,Outback,automatic,green,60000,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2900,TRUE,9,8,27
Subaru,Legacy,mechanical,silver,185075,2003,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,7000,FALSE,10,17,57
Subaru,Outback,automatic,blue,405555,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4990,FALSE,7,28,254
Subaru,Impreza,mechanical,other,185000,2008,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,all,6300,FALSE,3,4,121
Subaru,Legacy,automatic,red,152888,2009,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,11000,FALSE,3,8,88
Subaru,Impreza,mechanical,silver,193000,2009,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,7000,TRUE,3,10,21
Subaru,Forester,mechanical,green,197,1999,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3000,TRUE,7,1,6
Subaru,Forester,automatic,blue,162544,2010,gas,TRUE,gasoline,2.5,suv,FALSE,owned,all,9700,FALSE,1,2,10
Subaru,Forester,mechanical,blue,46671,2017,gasoline,FALSE,gasoline,2.5,suv,FALSE,emergency,all,8790,FALSE,9,4,10
Subaru,Outback,automatic,red,56800,2015,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,23400,FALSE,8,22,163
Subaru,Legacy,automatic,black,260000,2007,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,all,6800,FALSE,12,7,91
Subaru,Justy,mechanical,black,150000,2010,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,6450,TRUE,11,56,249
Subaru,Legacy,automatic,green,334567,1992,gasoline,FALSE,gasoline,2.2,universal,FALSE,owned,all,1600,TRUE,8,1,6
Subaru,Leone,mechanical,blue,350000,1987,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,all,1500,FALSE,2,7,58
Subaru,Legacy,mechanical,silver,388000,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,2300,FALSE,1,7,58
Subaru,Justy,mechanical,silver,96370,2009,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,5500,FALSE,6,15,166
Subaru,Legacy,automatic,grey,300000,2007,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,5999,FALSE,9,14,38
Subaru,Impreza,automatic,white,280000,2007,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,9000,FALSE,6,41,76
Subaru,WRX,automatic,white,69500,2014,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,24900,FALSE,11,54,98
Subaru,Outback,automatic,white,237000,2004,gasoline,FALSE,gasoline,3,universal,FALSE,owned,all,6150,FALSE,20,40,90
Subaru,Forester,automatic,silver,289740,2001,gas,TRUE,gasoline,2.5,universal,FALSE,owned,all,4200,TRUE,3,13,57
Subaru,Legacy,automatic,silver,164000,2001,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,3700,FALSE,12,1,8
Subaru,Impreza,automatic,red,280000,1997,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,1500,FALSE,4,1,8
Subaru,XV,automatic,grey,95000,2012,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,12999,TRUE,18,20,37
Subaru,Impreza,automatic,grey,95000,2012,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,all,12999,TRUE,18,25,45
Subaru,Forester,mechanical,grey,193000,2008,diesel,FALSE,diesel,2,suv,FALSE,owned,all,9481.65,TRUE,11,3,16
Subaru,Legacy,mechanical,black,225000,2006,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,6800,FALSE,13,8,52
Subaru,Outback,automatic,silver,306000,2007,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,7700,FALSE,7,22,73
Subaru,Outback,automatic,black,362102,1997,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2800,TRUE,3,3,36
Subaru,Forester,automatic,white,80467,2015,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,22850,FALSE,25,2,13
Subaru,Forester,automatic,white,300000,1998,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4990,TRUE,19,10,59
Subaru,Legacy,automatic,silver,270370,2006,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,7000,FALSE,8,33,72
Subaru,XV,automatic,red,100000,2012,gasoline,FALSE,gasoline,1.6,suv,FALSE,owned,all,14000,FALSE,30,15,50
Subaru,Impreza,mechanical,white,236000,1999,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3599,FALSE,11,4,22
Subaru,Legacy,automatic,blue,350000,2004,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,4500,FALSE,10,7,67
Subaru,Outback,automatic,other,370149,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,3290,TRUE,19,11,91
Subaru,Forester,automatic,green,330000,1998,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,4200,FALSE,17,3,18
Subaru,Tribeca,automatic,grey,252000,2007,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,8200,FALSE,15,1,10
Subaru,Legacy,mechanical,other,343444,1996,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,1800,TRUE,2,10,53
Subaru,Legacy,mechanical,green,212000,1994,gasoline,FALSE,gasoline,2.2,universal,FALSE,owned,all,2000,FALSE,13,8,90
Subaru,Outback,automatic,other,50000,2009,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,14300,TRUE,9,5,78
Subaru,Impreza,mechanical,silver,295000,1998,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,1400,TRUE,18,3,80
Subaru,Forester,automatic,other,116000,2015,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,18900,FALSE,18,4,31
Subaru,Impreza,mechanical,black,182000,2007,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,all,5500,FALSE,8,8,262
Subaru,Forester,mechanical,red,226800,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,3799,TRUE,18,20,38
Subaru,Impreza,automatic,white,339572,1997,gasoline,FALSE,gasoline,2.2,universal,FALSE,owned,all,1600,FALSE,9,19,132
Subaru,Tribeca,automatic,other,104000,2012,gasoline,FALSE,gasoline,3.6,suv,FALSE,owned,all,13500,TRUE,6,1,11
Subaru,Outback,automatic,black,187000,2011,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,12300,FALSE,3,8,40
Subaru,Forester,automatic,grey,92300,2012,gas,TRUE,gasoline,2.5,suv,FALSE,owned,all,14499,TRUE,16,41,70
Subaru,Forester,automatic,black,135000,2014,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,19500,FALSE,7,16,227
Subaru,XV,mechanical,blue,76000,2015,diesel,FALSE,diesel,2,hatchback,FALSE,owned,front,14000,TRUE,11,3,16
Subaru,XV,mechanical,grey,72000,2014,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,14938.82,TRUE,9,1,12
Subaru,Tribeca,automatic,blue,35000,2006,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,6600,FALSE,10,5,17
Subaru,Outback,automatic,blue,170000,2010,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,11550,TRUE,18,3,14
Subaru,Forester,mechanical,black,364000,2008,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,9050,TRUE,16,77,129
Subaru,XV,automatic,grey,25480,2014,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,all,19499,TRUE,15,77,129
Subaru,Legacy,mechanical,black,144841,2009,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,10500,TRUE,7,13,77
Subaru,Legacy,automatic,silver,280000,2004,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2800,FALSE,16,2,31
Subaru,Outback,automatic,grey,187000,2010,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,11650,TRUE,21,18,62
Subaru,Forester,automatic,other,45250,2016,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,28950,FALSE,27,1,13
Subaru,Forester,automatic,other,80467,2016,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,27950,FALSE,28,1,13
Subaru,Tribeca,automatic,grey,145000,2007,gasoline,FALSE,gasoline,3.6,suv,FALSE,owned,all,10750,FALSE,12,6,70
Subaru,Legacy,automatic,violet,333134,1998,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,1800,TRUE,5,4,33
Subaru,Outback,automatic,white,175000,2011,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,12200,FALSE,22,11,118
Subaru,Forester,mechanical,black,170000,1999,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,7000,FALSE,26,39,88
Subaru,Impreza,automatic,blue,180000,2007,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,all,6650,FALSE,4,54,185
Subaru,Outback,mechanical,other,292901,2004,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,7100,FALSE,11,14,64
Subaru,Outback,automatic,silver,380000,2005,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,7000,FALSE,13,103,491
Subaru,Outback,automatic,other,328000,2000,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4000,FALSE,11,8,94
Subaru,Legacy,mechanical,silver,235000,2007,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,7100,FALSE,7,2,28
Subaru,Legacy,mechanical,green,26500,1994,gasoline,FALSE,gasoline,1.8,universal,FALSE,owned,all,1896.99,FALSE,3,30,259
Subaru,Legacy,mechanical,blue,273588,2000,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,2950,TRUE,6,1,20
Subaru,Forester,mechanical,silver,221100,2006,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,5500,FALSE,9,2,26
Subaru,Outback,automatic,black,198242,2005,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,6800,FALSE,16,25,107
Subaru,Outback,mechanical,blue,263105,2005,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,7000,TRUE,6,25,465
Subaru,Forester,automatic,silver,109000,2014,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,17000,FALSE,7,5,65
Subaru,Outback,mechanical,black,350000,2005,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,6200,TRUE,7,1,23
Subaru,Legacy,automatic,green,200000,1998,gas,TRUE,gasoline,1.8,universal,FALSE,owned,all,1950,FALSE,8,3,66
Subaru,Forester,automatic,black,193121,2010,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,10499,TRUE,4,92,493
Subaru,Forester,automatic,other,241402,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4000,TRUE,5,12,196
Subaru,Legacy,mechanical,green,250000,1997,gasoline,FALSE,gasoline,2,universal,FALSE,owned,all,2300,TRUE,2,1,29
Subaru,Legacy,automatic,blue,321869,1998,gasoline,FALSE,gasoline,2.2,sedan,FALSE,owned,all,2500,FALSE,20,8,61
Subaru,Legacy,mechanical,silver,239065,2005,gas,TRUE,gasoline,2.5,universal,FALSE,owned,all,6900,TRUE,12,27,178
Subaru,Legacy,mechanical,silver,25000,1994,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,800,TRUE,13,13,60
Subaru,Legacy,automatic,white,185000,2010,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,all,11990,FALSE,19,48,258
Subaru,Outback,automatic,blue,350000,2002,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,all,4000,FALSE,1,1,32
Subaru,Forester,automatic,black,198000,2008,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,10150,FALSE,8,2,37
Subaru,Legacy,automatic,black,205000,2006,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,all,6200,FALSE,12,16,101
Subaru,Tribeca,automatic,grey,154000,2008,gasoline,FALSE,gasoline,3.6,suv,FALSE,owned,all,8900,FALSE,13,16,77
Subaru,Forester,automatic,white,225308,2008,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,all,11000,FALSE,5,5,57
Subaru,Libero,mechanical,green,178900,1992,gasoline,FALSE,gasoline,1.2,minibus,FALSE,owned,all,2134.12,FALSE,11,2,63
Subaru,Forester,automatic,red,176000,2012,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,11300,FALSE,10,7,84
