teamID,yearID,lgID,G,W,L,R,RA
SFN,1999,NL,162,86,76,872,831
SLN,1999,NL,161,75,86,809,838
ANA,2000,AL,162,82,80,864,869
BAL,2000,AL,162,74,88,794,913
BOS,2000,AL,162,85,77,792,745
CHA,2000,AL,162,95,67,978,839
CLE,2000,AL,162,90,72,950,816
DET,2000,AL,162,79,83,823,827
KCA,2000,AL,162,77,85,879,930
MIN,2000,AL,162,69,93,748,880
NYA,2000,AL,161,87,74,871,814
OAK,2000,AL,161,91,70,947,813
SEA,2000,AL,162,91,71,907,780
TBA,2000,AL,161,69,92,733,842
TEX,2000,AL,162,71,91,848,974
TOR,2000,AL,162,83,79,861,908
ARI,2000,NL,162,85,77,792,754
ATL,2000,NL,162,95,67,810,714
CHN,2000,NL,162,65,97,764,904
CIN,2000,NL,163,85,77,825,765
COL,2000,NL,162,82,80,968,897
FLO,2000,NL,161,79,82,731,797
HOU,2000,NL,162,72,90,938,944
LAN,2000,NL,162,86,76,798,729
MIL,2000,NL,163,73,89,740,826
MON,2000,NL,162,67,95,738,902
NYN,2000,NL,162,94,68,807,738
PHI,2000,NL,162,65,97,708,830
PIT,2000,NL,162,69,93,793,888
SDN,2000,NL,162,76,86,752,815
SFN,2000,NL,162,97,65,925,747
SLN,2000,NL,162,95,67,887,771
ANA,2001,AL,162,75,87,691,730
BAL,2001,AL,162,63,98,687,829
BOS,2001,AL,161,82,79,772,745
CHA,2001,AL,162,83,79,798,795
CLE,2001,AL,162,91,71,897,821
DET,2001,AL,162,66,96,724,876
KCA,2001,AL,162,65,97,729,858
MIN,2001,AL,162,85,77,771,766
NYA,2001,AL,161,95,65,804,713
OAK,2001,AL,162,102,60,884,645
SEA,2001,AL,162,116,46,927,627
TBA,2001,AL,162,62,100,672,887
TEX,2001,AL,162,73,89,890,968
TOR,2001,AL,162,80,82,767,753
ARI,2001,NL,162,92,70,818,677
ATL,2001,NL,162,88,74,729,643
CHN,2001,NL,162,88,74,777,701
CIN,2001,NL,162,66,96,735,850
COL,2001,NL,162,73,89,923,906
FLO,2001,NL,162,76,86,742,744
HOU,2001,NL,162,93,69,847,769
LAN,2001,NL,162,86,76,758,744
MIL,2001,NL,162,68,94,740,806
MON,2001,NL,162,68,94,670,812
NYN,2001,NL,162,82,80,642,713
PHI,2001,NL,162,86,76,746,719
PIT,2001,NL,162,62,100,657,858
SDN,2001,NL,162,79,83,789,812
SFN,2001,NL,162,90,72,799,748
SLN,2001,NL,162,93,69,814,684
ANA,2002,AL,162,99,63,851,644
BAL,2002,AL,162,67,95,667,773
BOS,2002,AL,162,93,69,859,665
CHA,2002,AL,162,81,81,856,798
CLE,2002,AL,162,74,88,739,837
DET,2002,AL,161,55,106,575,864
KCA,2002,AL,162,62,100,737,891
MIN,2002,AL,161,94,67,768,712
NYA,2002,AL,161,103,58,897,697
OAK,2002,AL,162,103,59,800,654
SEA,2002,AL,162,93,69,814,699
TBA,2002,AL,161,55,106,673,918
TEX,2002,AL,162,72,90,843,882
TOR,2002,AL,162,78,84,813,828
ARI,2002,NL,162,98,64,819,674
ATL,2002,NL,161,101,59,708,565
CHN,2002,NL,162,67,95,706,759
CIN,2002,NL,162,78,84,709,774
COL,2002,NL,162,73,89,778,898
FLO,2002,NL,162,79,83,699,763
HOU,2002,NL,162,84,78,749,695
LAN,2002,NL,162,92,70,713,643
MIL,2002,NL,162,56,106,627,821
MON,2002,NL,162,83,79,735,718
NYN,2002,NL,161,75,86,690,703
PHI,2002,NL,161,80,81,710,724
PIT,2002,NL,161,72,89,641,730
SDN,2002,NL,162,66,96,662,815
SFN,2002,NL,162,95,66,783,616
SLN,2002,NL,162,97,65,787,648
ANA,2003,AL,162,77,85,736,743
BAL,2003,AL,163,71,91,743,820
BOS,2003,AL,162,95,67,961,809
CHA,2003,AL,162,86,76,791,715
CLE,2003,AL,162,68,94,699,778
DET,2003,AL,162,43,119,591,928
KCA,2003,AL,162,83,79,836,867
MIN,2003,AL,162,90,72,801,758
NYA,2003,AL,163,101,61,877,716
OAK,2003,AL,162,96,66,768,643
SEA,2003,AL,162,93,69,795,637
TBA,2003,AL,162,63,99,715,852
TEX,2003,AL,162,71,91,826,969
TOR,2003,AL,162,86,76,894,826
ARI,2003,NL,162,84,78,717,685
ATL,2003,NL,162,101,61,907,740
CHN,2003,NL,162,88,74,724,683
CIN,2003,NL,162,69,93,694,886
COL,2003,NL,162,74,88,853,892
FLO,2003,NL,162,91,71,751,692
HOU,2003,NL,162,87,75,805,677
LAN,2003,NL,162,85,77,574,556
MIL,2003,NL,162,68,94,714,873
MON,2003,NL,162,83,79,711,716
NYN,2003,NL,161,66,95,642,754
PHI,2003,NL,162,86,76,791,697
PIT,2003,NL,162,75,87,753,801
SDN,2003,NL,162,64,98,678,831
SFN,2003,NL,161,100,61,755,638
SLN,2003,NL,162,85,77,876,796
ANA,2004,AL,162,92,70,836,734
BAL,2004,AL,162,78,84,842,830
BOS,2004,AL,162,98,64,949,768
CHA,2004,AL,162,83,79,865,831
CLE,2004,AL,162,80,82,858,857
DET,2004,AL,162,72,90,827,844
KCA,2004,AL,162,58,104,720,905
MIN,2004,AL,162,92,70,780,715
NYA,2004,AL,162,101,61,897,808
OAK,2004,AL,162,91,71,793,742
SEA,2004,AL,162,63,99,698,823
TBA,2004,AL,161,70,91,714,842
TEX,2004,AL,162,89,73,860,794
TOR,2004,AL,161,67,94,719,823
ARI,2004,NL,162,51,111,615,899
ATL,2004,NL,162,96,66,803,668
CHN,2004,NL,162,89,73,789,665
CIN,2004,NL,162,76,86,750,907
COL,2004,NL,162,68,94,833,923
FLO,2004,NL,162,83,79,718,700
HOU,2004,NL,162,92,70,803,698
LAN,2004,NL,162,93,69,761,684
MIL,2004,NL,161,67,94,634,757
MON,2004,NL,162,67,95,635,769
NYN,2004,NL,162,71,91,684,731
PHI,2004,NL,162,86,76,840,781
PIT,2004,NL,161,72,89,680,744
SDN,2004,NL,162,87,75,768,705
SFN,2004,NL,162,91,71,850,770
SLN,2004,NL,162,105,57,855,659
BAL,2005,AL,162,74,88,729,800
BOS,2005,AL,162,95,67,910,805
CHA,2005,AL,162,99,63,741,645
CLE,2005,AL,162,93,69,790,642
DET,2005,AL,162,71,91,723,787
KCA,2005,AL,162,56,106,701,935
LAA,2005,AL,162,95,67,761,643
MIN,2005,AL,162,83,79,688,662
NYA,2005,AL,162,95,67,886,789
OAK,2005,AL,162,88,74,772,658
SEA,2005,AL,162,69,93,699,751
TBA,2005,AL,162,67,95,750,936
TEX,2005,AL,162,79,83,865,858
TOR,2005,AL,162,80,82,775,705
ARI,2005,NL,162,77,85,696,856
ATL,2005,NL,162,90,72,769,674
CHN,2005,NL,162,79,83,703,714
CIN,2005,NL,163,73,89,820,889
COL,2005,NL,162,67,95,740,862
FLO,2005,NL,162,83,79,717,732
HOU,2005,NL,163,89,73,693,609
LAN,2005,NL,162,71,91,685,755
MIL,2005,NL,162,81,81,726,697
NYN,2005,NL,162,83,79,722,648
PHI,2005,NL,162,88,74,807,726
PIT,2005,NL,162,67,95,680,769
SDN,2005,NL,162,82,80,684,726
SFN,2005,NL,162,75,87,649,745
SLN,2005,NL,162,100,62,805,634
WAS,2005,NL,162,81,81,639,673
BAL,2006,AL,162,70,92,768,899
BOS,2006,AL,162,86,76,820,825
CHA,2006,AL,162,90,72,868,794
CLE,2006,AL,162,78,84,870,782
DET,2006,AL,162,95,67,822,675
KCA,2006,AL,162,62,100,757,971
LAA,2006,AL,162,89,73,766,732
MIN,2006,AL,162,96,66,801,683
NYA,2006,AL,162,97,65,930,767
OAK,2006,AL,162,93,69,771,727
SEA,2006,AL,162,78,84,756,792
TBA,2006,AL,162,61,101,689,856
TEX,2006,AL,162,80,82,835,784
TOR,2006,AL,162,87,75,809,754
ARI,2006,NL,162,76,86,773,788
ATL,2006,NL,162,79,83,849,805
CHN,2006,NL,162,66,96,716,834
CIN,2006,NL,162,80,82,749,801
COL,2006,NL,162,76,86,813,812
FLO,2006,NL,162,78,84,758,772
HOU,2006,NL,162,82,80,735,719
LAN,2006,NL,162,88,74,820,751
MIL,2006,NL,162,75,87,730,833
NYN,2006,NL,162,97,65,834,731
PHI,2006,NL,162,85,77,865,812
PIT,2006,NL,162,67,95,691,797
SDN,2006,NL,162,88,74,731,679
SFN,2006,NL,161,76,85,746,790
SLN,2006,NL,161,83,78,781,762
WAS,2006,NL,162,71,91,746,872
BAL,2007,AL,162,69,93,756,868
BOS,2007,AL,162,96,66,867,657
CHA,2007,AL,162,72,90,693,839
CLE,2007,AL,162,96,66,811,704
DET,2007,AL,162,88,74,887,797
KCA,2007,AL,162,69,93,706,778
LAA,2007,AL,162,94,68,822,731
MIN,2007,AL,162,79,83,718,725
NYA,2007,AL,162,94,68,968,777
OAK,2007,AL,162,76,86,741,758
SEA,2007,AL,162,88,74,794,813
TBA,2007,AL,162,66,96,782,944
TEX,2007,AL,162,75,87,816,844
TOR,2007,AL,162,83,79,753,699
ARI,2007,NL,162,90,72,712,732
ATL,2007,NL,162,84,78,810,733
CHN,2007,NL,162,85,77,752,690
CIN,2007,NL,162,72,90,783,853
COL,2007,NL,163,90,73,860,758
FLO,2007,NL,162,71,91,790,891
HOU,2007,NL,162,73,89,723,813
LAN,2007,NL,162,82,80,735,727
MIL,2007,NL,162,83,79,801,776
NYN,2007,NL,162,88,74,804,750
PHI,2007,NL,162,89,73,892,821
PIT,2007,NL,162,68,94,724,846
SDN,2007,NL,163,89,74,741,666
SFN,2007,NL,162,71,91,683,720
SLN,2007,NL,162,78,84,725,829
WAS,2007,NL,162,73,89,673,783
BAL,2008,AL,161,68,93,782,869
BOS,2008,AL,162,95,67,845,694
CHA,2008,AL,163,89,74,811,729
CLE,2008,AL,162,81,81,805,761
DET,2008,AL,162,74,88,821,857
KCA,2008,AL,162,75,87,691,781
LAA,2008,AL,162,100,62,765,697
MIN,2008,AL,163,88,75,829,745
NYA,2008,AL,162,89,73,789,727
OAK,2008,AL,161,75,86,646,690
SEA,2008,AL,162,61,101,671,811
TBA,2008,AL,162,97,65,774,671
TEX,2008,AL,162,79,83,901,967
TOR,2008,AL,162,86,76,714,610
ARI,2008,NL,162,82,80,720,706
ATL,2008,NL,162,72,90,753,778
CHN,2008,NL,161,97,64,855,671
CIN,2008,NL,162,74,88,704,800
COL,2008,NL,162,74,88,747,822
FLO,2008,NL,161,84,77,770,767
HOU,2008,NL,161,86,75,712,743
LAN,2008,NL,162,84,78,700,648
MIL,2008,NL,162,90,72,750,689
NYN,2008,NL,162,89,73,799,715
PHI,2008,NL,162,92,70,799,680
PIT,2008,NL,162,67,95,735,884
SDN,2008,NL,162,63,99,637,764
SFN,2008,NL,162,72,90,640,759
SLN,2008,NL,162,86,76,779,725
WAS,2008,NL,161,59,102,641,825
BAL,2009,AL,162,64,98,741,876
BOS,2009,AL,162,95,67,872,736
CHA,2009,AL,162,79,83,724,732
CLE,2009,AL,162,65,97,773,865
DET,2009,AL,163,86,77,743,745
KCA,2009,AL,162,65,97,686,842
LAA,2009,AL,162,97,65,883,761
MIN,2009,AL,163,87,76,817,765
NYA,2009,AL,162,103,59,915,753
OAK,2009,AL,162,75,87,759,761
SEA,2009,AL,162,85,77,640,692
TBA,2009,AL,162,84,78,803,754
TEX,2009,AL,162,87,75,784,740
TOR,2009,AL,162,75,87,798,771
ARI,2009,NL,162,70,92,720,782
ATL,2009,NL,162,86,76,735,641
CHN,2009,NL,161,83,78,707,672
CIN,2009,NL,162,78,84,673,723
COL,2009,NL,162,92,70,804,715
FLO,2009,NL,162,87,75,772,766
HOU,2009,NL,162,74,88,643,770
LAN,2009,NL,162,95,67,780,611
MIL,2009,NL,162,80,82,785,818
NYN,2009,NL,162,70,92,671,757
PHI,2009,NL,162,93,69,820,709
PIT,2009,NL,161,62,99,636,768
SDN,2009,NL,162,75,87,638,769
SFN,2009,NL,162,88,74,657,611
SLN,2009,NL,162,91,71,730,640
WAS,2009,NL,162,59,103,710,874
BAL,2010,AL,162,66,96,613,785
BOS,2010,AL,162,89,73,818,744
CHA,2010,AL,162,88,74,752,704
CLE,2010,AL,162,69,93,646,752
DET,2010,AL,162,81,81,751,743
KCA,2010,AL,162,67,95,676,845
LAA,2010,AL,162,80,82,681,702
MIN,2010,AL,162,94,68,781,671
NYA,2010,AL,162,95,67,859,693
OAK,2010,AL,162,81,81,663,626
SEA,2010,AL,162,61,101,513,698
TBA,2010,AL,162,96,66,802,649
TEX,2010,AL,162,90,72,787,687
TOR,2010,AL,162,85,77,755,728
ARI,2010,NL,162,65,97,713,836
ATL,2010,NL,162,91,71,738,629
CHN,2010,NL,162,75,87,685,767
CIN,2010,NL,162,91,71,790,685
COL,2010,NL,162,83,79,770,717
FLO,2010,NL,162,80,82,719,717
HOU,2010,NL,162,76,86,611,729
LAN,2010,NL,162,80,82,667,692
MIL,2010,NL,162,77,85,750,804
NYN,2010,NL,162,79,83,656,652
PHI,2010,NL,162,97,65,772,640
PIT,2010,NL,162,57,105,587,866
SDN,2010,NL,162,90,72,665,581
SFN,2010,NL,162,92,70,697,583
SLN,2010,NL,162,86,76,736,641
WAS,2010,NL,162,69,93,655,742
BAL,2011,AL,162,69,93,708,860
BOS,2011,AL,162,90,72,875,737
CHA,2011,AL,162,79,83,654,706
CLE,2011,AL,162,80,82,704,760
DET,2011,AL,162,95,67,787,711
KCA,2011,AL,162,71,91,730,762
LAA,2011,AL,162,86,76,667,633
MIN,2011,AL,162,63,99,619,804
NYA,2011,AL,162,97,65,867,657
OAK,2011,AL,162,74,88,645,679
SEA,2011,AL,162,67,95,556,675
TBA,2011,AL,162,91,71,707,614
TEX,2011,AL,162,96,66,855,677
TOR,2011,AL,162,81,81,743,761
ARI,2011,NL,162,94,68,731,662
ATL,2011,NL,162,89,73,641,605
CHN,2011,NL,162,71,91,654,756
CIN,2011,NL,162,79,83,735,720
COL,2011,NL,162,73,89,735,774
FLO,2011,NL,162,72,90,625,702
HOU,2011,NL,162,56,106,615,796
LAN,2011,NL,161,82,79,644,612
MIL,2011,NL,162,96,66,721,638
NYN,2011,NL,162,77,85,718,742
PHI,2011,NL,162,102,60,713,529
PIT,2011,NL,162,72,90,610,712
SDN,2011,NL,162,71,91,593,611
SFN,2011,NL,162,86,76,570,578
SLN,2011,NL,162,90,72,762,692
WAS,2011,NL,161,80,81,624,643
BAL,2012,AL,162,93,69,712,705
BOS,2012,AL,162,69,93,734,806
CHA,2012,AL,162,85,77,748,676
CLE,2012,AL,162,68,94,667,845
DET,2012,AL,162,88,74,726,670
KCA,2012,AL,162,72,90,676,746
LAA,2012,AL,162,89,73,767,699
MIN,2012,AL,162,66,96,701,832
NYA,2012,AL,162,95,67,804,668
OAK,2012,AL,162,94,68,713,614
SEA,2012,AL,162,75,87,619,651
TBA,2012,AL,162,90,72,697,577
TEX,2012,AL,162,93,69,808,707
TOR,2012,AL,162,73,89,716,784
ARI,2012,NL,162,81,81,734,688
ATL,2012,NL,162,94,68,700,600
CHN,2012,NL,162,61,101,613,759
CIN,2012,NL,162,97,65,669,588
COL,2012,NL,162,64,98,758,890
HOU,2012,NL,162,55,107,583,794
LAN,2012,NL,162,86,76,637,597
MIA,2012,NL,162,69,93,609,724
MIL,2012,NL,162,83,79,776,733
NYN,2012,NL,162,74,88,650,709
PHI,2012,NL,162,81,81,684,680
PIT,2012,NL,162,79,83,651,674
SDN,2012,NL,162,76,86,651,710
SFN,2012,NL,162,94,68,718,649
SLN,2012,NL,162,88,74,765,648
WAS,2012,NL,162,98,64,731,594
BAL,2013,AL,162,85,77,745,709
BOS,2013,AL,162,97,65,853,656
CHA,2013,AL,162,63,99,598,723
CLE,2013,AL,162,92,70,745,662
DET,2013,AL,162,93,69,796,624
HOU,2013,AL,162,51,111,610,848
KCA,2013,AL,162,86,76,648,601
LAA,2013,AL,162,78,84,733,737
MIN,2013,AL,162,66,96,614,788
NYA,2013,AL,162,85,77,650,671
OAK,2013,AL,162,96,66,767,625
SEA,2013,AL,162,71,91,624,754
TBA,2013,AL,163,92,71,700,646
TEX,2013,AL,163,91,72,730,636
TOR,2013,AL,162,74,88,712,756
ARI,2013,NL,162,81,81,685,695
ATL,2013,NL,162,96,66,688,548
CHN,2013,NL,162,66,96,602,689
CIN,2013,NL,162,90,72,698,589
COL,2013,NL,162,74,88,706,760
LAN,2013,NL,162,92,70,649,582
MIA,2013,NL,162,62,100,513,646
MIL,2013,NL,162,74,88,640,687
NYN,2013,NL,162,74,88,619,684
PHI,2013,NL,162,73,89,610,749
PIT,2013,NL,162,94,68,634,577
SDN,2013,NL,162,76,86,618,700
SFN,2013,NL,162,76,86,629,691
SLN,2013,NL,162,97,65,783,596
WAS,2013,NL,162,86,76,656,626
BAL,2014,AL,162,96,66,705,593
BOS,2014,AL,162,71,91,634,715
CHA,2014,AL,162,73,89,660,758
CLE,2014,AL,162,85,77,669,653
DET,2014,AL,162,90,72,757,705
HOU,2014,AL,162,70,92,629,723
KCA,2014,AL,162,89,73,651,624
LAA,2014,AL,162,98,64,773,630
MIN,2014,AL,162,70,92,715,777
NYA,2014,AL,162,84,78,633,664
OAK,2014,AL,162,88,74,729,572
SEA,2014,AL,162,87,75,634,554
TBA,2014,AL,162,77,85,612,625
TEX,2014,AL,162,67,95,637,773
TOR,2014,AL,162,83,79,723,686
ARI,2014,NL,162,64,98,615,742
ATL,2014,NL,162,79,83,573,597
CHN,2014,NL,162,73,89,614,707
CIN,2014,NL,162,76,86,595,612
COL,2014,NL,162,66,96,755,818
LAN,2014,NL,162,94,68,718,617
MIA,2014,NL,162,77,85,645,674
MIL,2014,NL,162,82,80,650,657
NYN,2014,NL,162,79,83,629,618
PHI,2014,NL,162,73,89,619,687
PIT,2014,NL,162,88,74,682,631
SDN,2014,NL,162,77,85,535,577
SFN,2014,NL,162,88,74,665,614
SLN,2014,NL,162,90,72,619,603
WAS,2014,NL,162,96,66,686,555
BAL,2015,AL,162,81,81,713,693
BOS,2015,AL,162,78,84,748,753
CHA,2015,AL,162,76,86,622,701
CLE,2015,AL,161,81,80,669,640
DET,2015,AL,161,74,87,689,803
HOU,2015,AL,162,86,76,729,618
KCA,2015,AL,162,95,67,724,641
LAA,2015,AL,162,85,77,661,675
MIN,2015,AL,162,83,79,696,700
NYA,2015,AL,162,87,75,764,698
OAK,2015,AL,162,68,94,694,729
SEA,2015,AL,162,76,86,656,726
TBA,2015,AL,162,80,82,644,642
TEX,2015,AL,162,88,74,751,733
TOR,2015,AL,162,93,69,891,670
ARI,2015,NL,162,79,83,720,713
ATL,2015,NL,162,67,95,573,760
CHN,2015,NL,162,97,65,689,608
CIN,2015,NL,162,64,98,640,754
COL,2015,NL,162,68,94,737,844
LAN,2015,NL,162,92,70,667,595
MIA,2015,NL,162,71,91,613,678
MIL,2015,NL,162,68,94,655,737
NYN,2015,NL,162,90,72,683,613
PHI,2015,NL,162,63,99,626,809
PIT,2015,NL,162,98,64,697,596
SDN,2015,NL,162,74,88,650,731
SFN,2015,NL,162,84,78,696,627
SLN,2015,NL,162,100,62,647,525
WAS,2015,NL,162,83,79,703,635
BAL,2016,AL,162,89,73,744,715
BOS,2016,AL,162,93,69,878,694
CHA,2016,AL,162,78,84,686,715
CLE,2016,AL,161,94,67,777,676
DET,2016,AL,161,86,75,750,721
HOU,2016,AL,162,84,78,724,701
KCA,2016,AL,162,81,81,675,712
LAA,2016,AL,162,74,88,717,727
MIN,2016,AL,162,59,103,722,889
NYA,2016,AL,162,84,78,680,702
OAK,2016,AL,162,69,93,653,761
SEA,2016,AL,162,86,76,768,707
TBA,2016,AL,162,68,94,672,713
TEX,2016,AL,162,95,67,765,757
TOR,2016,AL,162,89,73,759,666
ARI,2016,NL,162,69,93,752,890
ATL,2016,NL,161,68,93,649,779
CHN,2016,NL,162,103,58,808,556
CIN,2016,NL,162,68,94,716,854
COL,2016,NL,162,75,87,845,860
LAN,2016,NL,162,91,71,725,638
MIA,2016,NL,161,79,82,655,682
MIL,2016,NL,162,73,89,671,733
NYN,2016,NL,162,87,75,671,617
PHI,2016,NL,162,71,91,610,796
PIT,2016,NL,162,78,83,729,758
SDN,2016,NL,162,68,94,686,770
SFN,2016,NL,162,87,75,715,631
SLN,2016,NL,162,86,76,779,712
WAS,2016,NL,162,95,67,763,612
BAL,2017,AL,162,75,87,743,841
BOS,2017,AL,162,93,69,785,668
CHA,2017,AL,162,67,95,706,820
CLE,2017,AL,162,102,60,818,564
DET,2017,AL,162,64,98,735,894
HOU,2017,AL,162,101,61,896,700
KCA,2017,AL,162,80,82,702,791
LAA,2017,AL,162,80,82,710,709
MIN,2017,AL,162,85,77,815,788
NYA,2017,AL,162,91,71,858,660
OAK,2017,AL,162,75,87,739,826
SEA,2017,AL,162,78,84,750,772
TBA,2017,AL,162,80,82,694,704
TEX,2017,AL,162,78,84,799,816
TOR,2017,AL,162,76,86,693,784
ARI,2017,NL,162,93,69,812,659
ATL,2017,NL,162,72,90,732,821
CHN,2017,NL,162,92,70,822,695
CIN,2017,NL,162,68,94,753,869
COL,2017,NL,162,87,75,824,757
LAN,2017,NL,162,104,58,770,580
MIA,2017,NL,162,77,85,778,822
MIL,2017,NL,162,86,76,732,697
NYN,2017,NL,162,70,92,735,863
PHI,2017,NL,162,66,96,690,782
PIT,2017,NL,162,75,87,668,731
SDN,2017,NL,162,71,91,604,816
SFN,2017,NL,162,64,98,639,776
SLN,2017,NL,162,83,79,761,705
WAS,2017,NL,162,97,65,819,672
BAL,2018,AL,162,47,115,622,892
BOS,2018,AL,162,108,54,876,647
CHA,2018,AL,162,62,100,656,848
CLE,2018,AL,162,91,71,818,648
DET,2018,AL,162,64,98,630,796
HOU,2018,AL,162,103,59,797,534
KCA,2018,AL,162,58,104,638,833
LAA,2018,AL,162,80,82,721,722
MIN,2018,AL,162,78,84,738,775
NYA,2018,AL,162,100,62,851,669
OAK,2018,AL,162,97,65,813,674
SEA,2018,AL,162,89,73,677,711
TBA,2018,AL,162,90,72,716,646
TEX,2018,AL,162,67,95,737,848
TOR,2018,AL,162,73,89,709,832
ARI,2018,NL,162,82,80,693,644
ATL,2018,NL,162,90,72,759,657
CHN,2018,NL,163,95,68,761,645
CIN,2018,NL,162,67,95,696,819
COL,2018,NL,163,91,72,780,745
LAN,2018,NL,163,92,71,804,610
MIA,2018,NL,161,63,98,589,809
MIL,2018,NL,163,96,67,754,659
NYN,2018,NL,162,77,85,676,707
PHI,2018,NL,162,80,82,677,728
PIT,2018,NL,161,82,79,692,693
SDN,2018,NL,162,66,96,617,767
SFN,2018,NL,162,73,89,603,699
SLN,2018,NL,162,88,74,759,691
WAS,2018,NL,162,82,80,771,682
BAL,2019,AL,162,54,108,729,981
BOS,2019,AL,162,84,78,901,828
CHA,2019,AL,161,72,89,708,832
CLE,2019,AL,162,93,69,769,657
DET,2019,AL,161,47,114,582,915
HOU,2019,AL,162,107,55,920,640
KCA,2019,AL,162,59,103,691,869
LAA,2019,AL,162,72,90,769,868
MIN,2019,AL,162,101,61,939,754
NYA,2019,AL,162,103,59,943,739
OAK,2019,AL,162,97,65,845,680
SEA,2019,AL,162,68,94,758,893
TBA,2019,AL,162,96,66,769,656
TEX,2019,AL,162,78,84,810,878
TOR,2019,AL,162,67,95,726,828
ARI,2019,NL,162,85,77,813,743
ATL,2019,NL,162,97,65,855,743
CHN,2019,NL,162,84,78,814,717
CIN,2019,NL,162,75,87,701,711
COL,2019,NL,162,71,91,835,958
LAN,2019,NL,162,106,56,886,613
MIA,2019,NL,162,57,105,615,808
MIL,2019,NL,162,89,73,769,766
NYN,2019,NL,162,86,76,791,737
PHI,2019,NL,162,81,81,774,794
PIT,2019,NL,162,69,93,758,911
SDN,2019,NL,162,70,92,682,789
SFN,2019,NL,162,77,85,678,773
SLN,2019,NL,162,91,71,764,662
WAS,2019,NL,162,93,69,873,724
BAL,2020,AL,60,25,35,274,294
BOS,2020,AL,60,24,36,292,351
CHA,2020,AL,60,35,25,306,246
CLE,2020,AL,60,35,25,248,209
DET,2020,AL,58,23,35,249,318
HOU,2020,AL,60,29,31,279,275
KCA,2020,AL,60,26,34,248,272
LAA,2020,AL,60,26,34,294,321
MIN,2020,AL,60,36,24,269,215
NYA,2020,AL,60,33,27,315,270
OAK,2020,AL,60,36,24,274,232
SEA,2020,AL,60,27,33,254,303
TBA,2020,AL,60,40,20,289,229
TEX,2020,AL,60,22,38,224,312
TOR,2020,AL,60,32,28,302,312
ARI,2020,NL,60,25,35,269,295
ATL,2020,NL,60,35,25,348,288
CHN,2020,NL,60,34,26,265,240
CIN,2020,NL,60,31,29,243,243
COL,2020,NL,60,26,34,275,353
LAN,2020,NL,60,43,17,349,213
MIA,2020,NL,60,31,29,263,304
MIL,2020,NL,60,29,31,247,264
NYN,2020,NL,60,26,34,286,308
PHI,2020,NL,60,28,32,306,311
PIT,2020,NL,60,19,41,219,298
SDN,2020,NL,60,37,23,325,241
SFN,2020,NL,60,29,31,299,297
SLN,2020,NL,58,30,28,240,229
WAS,2020,NL,60,26,34,293,301
BAL,2021,AL,162,52,110,659,956
BOS,2021,AL,162,92,70,829,749
CHA,2021,AL,162,93,69,796,636
CLE,2021,AL,162,80,82,717,727
DET,2021,AL,162,77,85,697,756
HOU,2021,AL,162,95,67,863,658
KCA,2021,AL,162,74,88,686,788
LAA,2021,AL,162,77,85,723,804
MIN,2021,AL,162,73,89,729,834
NYA,2021,AL,162,92,70,711,669
OAK,2021,AL,162,86,76,743,687
SEA,2021,AL,162,90,72,697,748
TBA,2021,AL,162,100,62,857,651
TEX,2021,AL,162,60,102,625,815
TOR,2021,AL,162,91,71,846,663
ARI,2021,NL,162,52,110,679,893
ATL,2021,NL,161,88,73,790,656
CHN,2021,NL,162,71,91,705,839
CIN,2021,NL,162,83,79,786,760
COL,2021,NL,161,74,87,739,796
LAN,2021,NL,162,106,56,830,561
MIA,2021,NL,162,67,95,623,701
MIL,2021,NL,162,95,67,738,623
NYN,2021,NL,162,77,85,636,668
PHI,2021,NL,162,82,80,734,745
PIT,2021,NL,162,61,101,609,833
SDN,2021,NL,162,79,83,729,708
SFN,2021,NL,162,107,55,804,594
SLN,2021,NL,162,90,72,706,672
WAS,2021,NL,162,65,97,724,820
BAL,2022,AL,162,83,79,674,688
BOS,2022,AL,162,78,84,735,787
CHA,2022,AL,162,81,81,686,717
CLE,2022,AL,162,92,70,698,634
DET,2022,AL,162,66,96,557,713
HOU,2022,AL,162,106,56,737,518
KCA,2022,AL,162,65,97,640,810
LAA,2022,AL,162,73,89,623,668
MIN,2022,AL,162,78,84,696,684
NYA,2022,AL,162,99,63,807,567
OAK,2022,AL,162,60,102,568,770
SEA,2022,AL,162,90,72,690,623
TBA,2022,AL,162,86,76,666,614
TEX,2022,AL,162,68,94,707,743
TOR,2022,AL,162,92,70,775,679
ARI,2022,NL,162,74,88,702,740
ATL,2022,NL,162,101,61,789,609
CHN,2022,NL,162,74,88,657,731
CIN,2022,NL,162,62,100,648,815
COL,2022,NL,162,68,94,698,873
LAN,2022,NL,162,111,51,847,513
MIA,2022,NL,162,69,93,586,676
MIL,2022,NL,162,86,76,725,688
NYN,2022,NL,162,101,61,772,606
PHI,2022,NL,162,87,75,747,685
PIT,2022,NL,162,62,100,591,817
SDN,2022,NL,162,89,73,705,660
SFN,2022,NL,162,81,81,716,697
SLN,2022,NL,162,93,69,772,637
WAS,2022,NL,162,55,107,603,855
BAL,2023,AL,162,101,61,807,678
BOS,2023,AL,162,78,84,772,776
CHA,2023,AL,162,61,101,641,841
CLE,2023,AL,162,76,86,662,697
DET,2023,AL,162,78,84,661,740
HOU,2023,AL,162,90,72,827,698
KCA,2023,AL,162,56,106,676,859
LAA,2023,AL,162,73,89,739,829
MIN,2023,AL,162,87,75,778,659
